,P1TS,P1TI,P3TS,P2TS,P4TS,P4TI,P6TA-FS,P6TA-FG,P6TA-AS,P6TA-AG,P5TA-AS,P5TA-AG,P7TA-AS,P7TA-AG,P8H,P9H,P10H
L26788,1.098245375516088,1.0398594221114723,1.0696959189042703,1.060501093580855,1.1428695986005482,1.172969705935837,1.112507955173055,1.2753521940740178,1.0815256281084271,1.5808690087747326,1.010114345684425,1.1806747375916546,1.0,1.1828969621720582,1.061652888081012,1.1870634198169192,1.0699848181747813
L104489,0.9384712466271532,1.0672344980059452,1.559119039628435,0.780451183503209,0.8254469508226431,1.2281146421823812,1.2428850881136138,1.3416794736681303,1.1050633550746805,1.495002820108251,0.6592824903406833,1.4083044042041462,0.5314634039266088,1.6204315075090945,1.1276114889383513,1.1221202084309707,0.9494187715741677
L26789,1.8328027699542075,1.5728270000506983,2.47173586249276,1.4115847499919545,1.519447321870842,1.8635984873001636,2.121516819101301,2.008068208463996,1.8008302704394608,2.3591053500150307,1.3161680163709892,1.8747122189860053,1.572021300344762,1.866929965165181,1.9093367882353287,1.901885938517581,1.7601255071674156
L26791,1.492793072135175,0.9228509280466156,0.3686138925894351,0.2970410484305719,0.6372762123203921,1.2860478405192746,0.2658725557045297,0.984768901569712,1.2517430862012324,0.7249846248335463,0.5720745707852052,0.6588919510178884,0.9771612554911157,1.660869810025749,0.9870483543858704,1.468752615277635,1.0063168378331446
L26792,0.0064607823553828,0.0105512183612696,0.0491657734224439,0.0942858081147141,0.1985230567269017,0.0,0.0027971189601378,0.0029374261258412,0.0126371308432408,0.0,0.0074108653714137,0.0,0.3364471839438516,0.0038968825556735,0.0035053247977581,0.0,0.007839022272877
L26793,0.0998454161920872,0.2658046865312093,0.3606650571226967,0.6924443888935577,0.265295274156248,0.0447590868322993,0.1096042532414185,0.0467358250880784,0.0855367034997327,0.1605917990378704,0.8296928529243455,0.0,0.3087952190982007,0.0095059130001338,0.1017285985783303,0.0787456481780169,0.4752746613022361
L26798,0.0016273008639016,0.0,0.0218281308248742,0.0041226840816379,0.007728113513808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L26799,0.0394343125081971,0.0616010961043045,0.0789162445254897,0.0954567399754959,0.1862347241109691,0.0424397986765417,0.0423958783032779,0.1093437121886702,0.0598858777076687,0.1117581932140606,0.0105384332372949,0.1589667828508824,0.0,0.078565498544552,0.0271662129856881,0.0594981367811124,0.0380412235153043
L26800,0.0612807629819523,0.0072480562323332,0.0,0.00974587921277,0.0098528359164859,0.0579893543903123,0.0324130491411381,0.0128439899242181,0.0242494598324777,0.0,0.0022058873502222,0.0083998732535828,0.0,0.0359830924614615,0.0210331354142315,0.080638890452772,0.0249012220623216
L26801,0.8035584637475731,0.629315291981781,0.5781433287439326,0.5124442255615951,0.4408788821530102,0.8586013382523818,0.8317377191211636,0.7708567617102621,0.7911218602507177,0.8531955148771775,0.6097661528031671,0.6883306771930113,0.5314634039266088,0.8199446116205643,0.7736853110394187,0.9320108080390024,0.7543727687661793
